name,website,email,phone,address,city,country,category,description,linkedin,twitter,booth_number,event_name,event_location,event_date,source_url,extraction_method,confidence_score
USA Security and Defense Pavilion at Eurosatory 2026 Exhibitor List,https://www.eurosatory.com/visiteurs2026/,mcerami@ausa.org,703-907-2413,,,,,"AUSA is a non-profit educational organization that supports America's Army — Active, Guard, and Reserve, and Army Civilians, Retirees, and Families.",https://www.linkedin.com/company/ausaorg/,,Company Name,,,,https://meetings.ausa.org/eurosatory/2026/exhibitor_exhibitor_list.cfm,rule_based,0.7142857142857143
recent exhibitors,https://fff.global/homepage/patronage?lang=en,,2300 148,,,,,"Unit 8, Vale Park Industrial Estate, Hazelbottom Road, Lower Crumpsall, Manchester M8 0GF United Kingdom",https://www.linkedin.com/company/future-forces-expo,,,,,,https://natoexhibition.org/exhibitors/list/recent/alpha/d?lang=en,rule_based,0.5714285714285714
Defense + Security Exhibition,https://www.spiedigitallibrary.org,,,,,,,The defense technologies and security expo that is advancing a secure future through photonics,https://www.linkedin.com/company/spie,,,,,,https://spie.org/conferences-and-exhibitions/defense-and-security/exhibition,rule_based,0.42857142857142855
SADAS,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
AMDA Foundation Limited,,,,,,,,,,,4500A,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
ARB 4x4 ACCESSORIES,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
ARB CORPORATION LIMITED,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
Armor Australia,,,,,,,,,,,"4500B,10522",,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
Asian Defence Directory,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
Astuet Systems,,,,,,,,,,,4500C,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
AUSTRADE,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
Australian+New Zealand Defence Directory,,,,,,,,,,,,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
Australian Defence Apparel Pty Ltd,,,,,,,,,,,10604,,,,https://www.dsaexhibition.com/data/editor/2026/exhibitor-list/DS-2026-Participating-Companies-March-31-2026.pdf,pdf_table,0.14285714285714285
